0,,hylabel,yz_label,agreed,num_singlish,num_singlish_yz,num_particles_match
"[{'role': 'user', 'content': '\nB: ""Eh, he\'s got a hand in everything also.""\n\nC: ""And he charged you quite okay.""\n\nB: ""Flowers quite reasonable. Uhm, okay lah, compared to other shops we\'ve seen.""\n\nB: ""How much is it?""\n\nB: ""One bridal bouquet is a hundred. One posy bridal bouquet is about eighty. Hair pieces forty. He gave free.""'}]","
B: ""Eh, he\'s got a hand in everything also.""

C: ""And he charged you quite okay.""

B: ""Flowers quite reasonable. Uhm, okay lah, compared to other shops we\'ve seen.""
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Oh,\nC: You\'re gonna have flowers for, eh, the church. I mean your church.\nB: Church, umm yes, but this church is a bit fussy lah. So he gave us the name of a florist, can\'t stick anything on the chairs, you see.\nC: Then the bouquet that you have, you have it here with you, ah?\nB: Ah no, he has it.'}]","

C: You\'re gonna have flowers for your church?
B: Church, umm yes, but this church is a bit fussy lah. Like he gave us the name of a florist, and I can\'t stick anything on the chairs.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: So it\'s confirmed, is it?\nC: She went for a sex change operation.\nD: Ya lah.\nB: Sex change, ah?\nB: Whoa.\nD: Ya.'}]","
B: So it\'s confirmed, is it?
C: She went for a sex change operation.
D: Ya lah, she did
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: ""Very creative, you see.""\nB: ""But generally, they are very creative people.""\nB: ""So, you\'re scouting around, is it, Wilma?""\n\nC: ""Oh, not yet lah.""\nC: ""I\'m just relieved the engagement was over.""\n\nB: ""Was it very big one, ah?""\nC: ""Uh, not really lah.""'}]","


B: ""So, you\'re marrying him, is it, Wilma?""

C: ""Oh, not yet lah.""
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nC: Eh, not yet lah.\nC: I\'m just relieved the engagement was over.\nB: Was it very big thing meh?\nC: Uh, not really lah.\nC: Actually we wanted it to be smaller thing then my mum said must call her sister and all leh.\nC: So in the end about thirty people only lah.\nB: Thirty ah?'}]","

C: I\'m just relieved the engagement was over.
B: Was it very big thing?
C: Uh, not really lah, Actually we wanted it to be smaller thing then my mum said must call her sister and all lah.
","[""lah21"", ""lah51""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nB: ""Probably something for them to take home, lor.""\nC: ""My brother didn\'t want to have, then we force and force him. So he had, ya. But it\'s nice, lah. People look forward to taking home the cake.""\nB: ""Ya, it\'s something to take home, and it\'s also something for them to remember. Wilma, I get you a drink.""'}]","
A: ""I heard your brother won a cake at the competiton? Why is the cake a reward?""
B: ""Probably something for them to take home lor.""
C: ""My brother didn\'t want it, then we force and force him. So he got it ya. But it\'s nice lah. People look forward to taking home the cake.""
","[""lor33"", ""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nC: ""That\'s at Katong, right?""\nB: ""Mm.""\nC: ""Alkaff Mansion.""\nB: ""No lah. It\'s at Telok Blangah Hill.""\nC: ""Oh, I thought it\'s in the Katong area.""\nB: ""But it\'s really nice.""'}]","
C: ""That\'s at Katong, right? Alkaff Mansion.""
B: ""No lah. It\'s at Telok Blangah Hill.""
C: ""Oh, I thought it\'s in the Katong area.""
","[""lah21""]",,,2,1,FALSE
['lah51'],"
A: I won a trip to America on the talent show, guess what\'s the date on the ticket?
B: I don\'t know, what is it?
A: June the 16th, my birthday! What luck!
B: Just nice lah, can fly there and celebrate your birthday.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Ya ya ya ya.\nB: Presentation itself also my birthday, you know.\nA: And then...\nB: Just give lah, you know what to do.\nA: It\'s LT 25, you know.\nB: I see.\nA: Big LT, you know.'}]","

B: I have a presentation on my birthday.
A: Wah, that is so sad leh.","[""leh21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: So you try to call as many as possible, lor, see how?\n\nB: See how.\nB: Surprised, I thought it\'s just a poster only.\nB: So you don\'t have to make poster, lah, for your case.\n\nA: But I have to make slides, uh.\nA: Ya, look.'}]","
A: So you try to call as many as possible lor, see how many people will hire you.

B: Ya lor, no choice, getting a job is tough.
","[""lor33"", ""lor33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Ya.\nA: But can I make it less than eight minutes ah?\nA: But even now I say down here at eight minutes.\nB: I think seven, six minutes should be quite alright lah.\nA: Five minutes.\nB: Five minutes maybe too short leh, you know.\nB: Five minutes is only about sixty percent of the time only.'}]","

A: I;m running late, for the meeting, can I make it less than eight minutes ah?
B: I think seven, six minutes should be quite alright lah.
A: Five minutes?
B: Five minutes maybe too short leh, you know.","[""lah21"", ""leh33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Oh, maybe his is a poster or not?\nA: So, I can swop with him, is it?\nB: You can swop with him. Uh, or if his is a talk, then too bad lah, you know. I think it may be quite difficult, you know? Because they already allocated the time everything for you already. So, it\'s quite difficult for you to withdraw like that.\nA: Why aiyah, stupid me lah.'}]","
B: Wow, the castle is very big leh!
A: Ya lor, it is.
","[""leh51"", ""lor33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Eh, if it\'s a talk then it\'s too bad lah, you know?\nB: I think it may be quite difficult, you know? Because they already allocated the time for everything for you.\nB: So it\'s quite difficult for you to withdraw.\n\nA: Why aiyah, stupid me lah.\nA: Then...\n\nB: But the good thing is, for a talk, you just go there and finish up the whole thing.\nB: Eight minutes only, you see.'}]","
A: I should not have registered to conduct the talk, I really have no time...
B: I think it may be quite difficult to withdraw you know? Because they already allocated the time for everything for you. 
A: Aiyah, stupid me lah.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Who says so?\nA:Cannot you know?\n\nB:Is it?\nB:Change a bit lah, change a bit.\n\nA:Even change a bit also cannot.\nA:They say according to Ken, you must have additional information when you approach someone for conference and papers.\n\nB:Uhm uhm uhm uhm...'}]","

A:What if they say I plagiarised this idea from someone else?
B:Change a bit lah, change a bit.
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: That\'s because Serene has been blur (unclear)\nB: Blur (unclear) leh\nA: I don\'t care lah\nB: Wen de lor\nA: Okay, I will ask then lah\nB: Now, you go ask ah?\nA: I see, got it.'}]","
B: Why don\'t you trust Serene to lead the presentation?
A: That\'s because Serene is quite blur leh
B: I don\'t think so lah
A: If you don\'t trust her, then ask Joshua to do lor.
","[""leh33"", ""lah21"", ""lor33""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nB: (Unclear) word lah.\nA: I don\'t care leh.\nB: Why you so like that?\nA: Okay, I will see lah.\nB: Now, you go and ask ah?\nA: I see, I see.'}]","
B: Lottery is not you want win then you will win one leh. If you buy, you have some hope lor, but don\'t expect to win lah!","[""leh21"", ""lor33"", ""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Does it?\nB: Probably, they say there\'s a limit, lah you know. Maybe you can go, definitely below eight minutes, uh.\nA: Okay, five minutes will do, lah hor. Okay, right, hor.\nB: Five six. Five minutes is a bit too short, lah.'}]","
A: Do you think I can run 2.4km in 7 minutes?
B: Probably, they say there\'s a limit lah you know. Maybe you can go definitely below eight minutes. But 7 minutes is stretching it.
","[""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nB: Ehm\nA: And I haven\'t even started working on it yet, you know, the Washington one.\nB: I also haven\'t started working on anything yet what.\nA: I mean I haven\'t even finished the task yet lah, I don\'t have any results to report yet.\nB: Oh, results ah?\nA: Haven\'t finished the task, haven\'t gotten any results yet. I haven\'t made my clones for that one yet, you know.'}]","
A: And I haven\'t even started working on it yet, you know, the project.
B: I also haven\'t started working on anything yet what.
A: I mean I haven\'t even finished the task yet lah, I don\'t have any results to report yet.
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: They\'re quite alright lah.\nA: You mean they were alright ah?\nA: What do you mean by they were alright?\nB: In the sense that whatever that was faxed under my name, they just give it to me. They don\'t really question or anything like that, you see. But I don\'t know about taxes.\nB: We are we are doing a mini-project, testing out our voice. We\'re sending this to Kenneth.\nA: Ya, we\'ll send this to Kenneth. Then he\'ll play it and hopefully he\'ll remember her sweet voice, you see.'}]","
A: How are the new interns?
B: They\'re quite alright lah. They work pretty hard lor.
","[""lah21"", ""lor33""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Probably, but this is to the PRC lady lah.\n\nA: The point is, I asked for a poster, they gave me a talk. I\'m supposed to present a talk, and it\'s so nerve-racking that I don\'t want that one lah.\n\nB: By the way, they have upgraded her to Dr. Helen Chai.\n\nA: Please lah, I mean I\'m not joking, you know? I don\'t want to have a talk, you know.\n\nB: But this company, this company is a very famous company, you know?'}]","


A:  I\'m supposed to present a talk, and it\'s so nerve-racking that I don\'t want that anymore.

B: But why leh? This company is very famous, you know?

","[""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: So sorry.\nB: You went straight home after dinner, right?\nA: Ya ya. No lah. I mean, after coffee, my goodness.\nB: Very tired.\nA: Were you?'}]","
B: You went straight home after dinner, right?
A: No lah, I made coffee first.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Eee.\nA: Don\'t ""eeee"" at me now.\nB: I mean, you do walk through the reservoir, right?\nA: No lah, I think I walked through SBC. That\'s what I did.\nA: But it doesn\'t smell.\nB: I think there\'s something at Seven or Studio Tangs, and Tang Studio.'}]","
B: Eee. so smelly.
A: Don\'t ""eeee"" at me now. It doesn\'t smell that bad
B: No lah, I was just joking.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Ya but they\'re not my size.\n\nA: At such great prices.\n\nB: If you can get your size lah.\n\nA: Ya lah, you snatch the pair that\'s in the other woman\'s hand.\n\nA: That\'s not my size leh.\n\nB: You know your own size mah!\n\nB: No, I can\'t really get shoes my size there.'}]","
B: The shirts are sold at such great prices! What a steal, if I can get my size.

A: Ya, so you snatch the pair that\'s in the other woman\'s hand?

B: That\'s not my size leh.
","[""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Hehe, Jonathan did my family.\nA: You know who\'s Jonathan meh?\nB: No lah.\nA: That Jonathan, mix ah, like that lah. Half Indian, half Chinese.\nA: Eh, he means he so... what we?\nB: You guys are like church friends ah?'}]","
A: Hehe, Jonathan did my family.
A: You know who\'s Jonathan meh?
B: No lah.
A: That Jonathan, mix ah, like that lah. Half Indian, half Chinese.
A: Eh, he means he so... what we?
B: You guys are like church friends ah?","[""lah21"", ""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: ""Or either that or she?""\nA: ""No, but if she agreed.""\nB: ""Didn\'t she tell her what she\'s filming?""\nA: ""It\'s bluff lah, come on, you know.""\nB: ""That\'s quite...it\'s very unfair to the family, what.""\nA: ""It\'s very unfair and then never mind, you know.""'}]","
B: ""Or either that or she?""
A: ""No, but if she agreed.""
B: ""Didn\'t she tell her what she\'s filming?""
A: ""It\'s bluff lah, come on, you know.""
B: ""That\'s quite...it\'s very unfair to the family, what.""
A: ""It\'s very unfair and then never mind, you know.""","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: ""Three.""\nA: ""The divorce one just finished.""\nB: ""How was the divorce one?""\nA: ""I don\'t know lah, but you know very depressing lah.""\nA: ""Entire three weeks, you know the way they did the trainers, you know.""\nA: ""Whoa, very sad.""\nB: ""That\'s the way it is what.""'}]","
B: ""How did the divorce go?""
A: ""I don\'t know leh, but it was very depressing lah.""
","[""leh33"", ""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Eh, no lah, not how they cope only, but also how difficult it is for them, you know?\nB: Like that lah.\nA: You see? But then, the thing isn\'t well-rounded because they keep saying, you know, from only their perspective.\nB: So it\'s just milking sympathy is it?'}]","
B. Wait, so the documentary is only about how they cope?
A: Eh, no lah, not how they cope only, but also how difficult it is for them, you know?","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: So it\'s just milking sympathy, is it?\nA: Ya, because they keep on saying that these poor chaps...\nB: Not hard, not hard.\nB: Look at it lah, at at the...\nA: You know, employers don\'t want to give them a job, you know? Poor things and all that you see.\nB: So it\'s just like mental illness awareness kind of thing.'}]","
B: So it\'s just milking sympathy, is it?
A: Ya, because they keep on saying that these poor chaps...
B: Not hard, not hard.
B: Look at it lah, at at the...
A: You know, employers don\'t want to give them a job, you know? Poor things and all that you see.
B: So it\'s just like mental illness awareness kind of thing.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Then see how much blood did they?\nB: One jar.\nA: A lot ah?\nB: No lah.\nB: One tube uh.\nA: One tube.\nA: That\'s a lot.'}]","
A: Then see how much blood did they get from the donor?
B: One jar.
A: Is that a lot?
B: No lah.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: One tube only lah.\nA: One tube only.\nA: Wah, that\'s a lot.\nB: Just want to find out the sugar and cholesterol level leh.\nA: Aiyah, I should have gone with you.\nB: Then the whole thing became so messy, don\'t know whether the reading is correct or not.\nB: Don\'t know whether it\'s really my reading or someone else\'s.'}]","

B: The patient's blood sugar and cholesterol levels are very high leh.
A: Don\'t know whether it\'s really my reading or the machine is faulty leh.","[""leh21"", ""leh33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Ya, eh...\nA: No, but if you...\n\nB: You should have tested for HIV, ah...\nA: Uh, no lah...\nA: What for?\n\nB: Then people won\'t know, you see...\nA: No, if they do that, our dear Bachtiar will be most...'}]","
B: You should have tested for HIV, ah...
A: Uh, no lah... What for?","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: He\'ll be most aghast.\nB: Why?\nA: He says that it\'s an intrusion, invasion of a person\'s privacy if you just test for HIV without asking for permission, which is true lah you see.\nB: No, but I think as long as you go to a government clinic and you know that they are going to test for HIV, then you\'re...\nA: Then it\'s okay.\nB: You have no right already.'}]","
A: He\'ll be most aghast.
B: Why?
A: He says that it\'s an intrusion, invasion of a person\'s privacy if you just test for HIV without asking for permission, which is true lah you see.
B: No, but I think as long as you go to a government clinic and you know that they are going to test for HIV, then you\'re...
A: Then it\'s okay.
B: You have no right already.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Eh, but you never say, if you say don\'t test for HIV, they also cannot ah?\nB: Then don\'t go to a government clinic lah.\nA: Wah, like that also can ah?\nA: Aiyah, I really don\'t know lah.\nA: This HIV thing is so complicated leh.\nA: Actually got so many issues, you know? Even if you talk about AIDS already...'}]","
A: What if the clinic forces you to take a HIV test?
B: Then don\'t go to a government clinic lah.
A: Wah, like that also can ah?
A: Aiyah, I really don\'t know lah.
A: This HIV thing is so complicated leh.
A: Actually got so many issues, you know? Even if you talk about AIDS already...","[""lah51"", ""lah21"", ""leh21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nB: Ya, two batches leh.\nC: One batch only lah.\nB: Aiyah, one batch also got to estimate lor. Got to count the sugar, the goods, all those things leh.\nC: At that time during the first round, you have the stock take meh?\nB: Only for four bottles only lah.'}]","
B:  Eh, we only have two batches leh.
C: One batch only lah.
","[""leh21"", ""lah21""]",,,6,5,FALSE
"[{'role': 'user', 'content': '\nC: At that time, for the first round, did you have the word?\nB: It\'s only for four bottles.\nC: Yeah, but just multiply lah.\nB: Yeah lah, but it doesn\'t work. It doesn\'t work that way, you know?\nA: It\'s not a linear relationship.\nA: Uh, I don\'t know.\nA: This must be some kind of weird, weird kind of stuff.'}]","
C: At that time, for the first round, did you have the cost?
B: It\'s only for four bottles.
C: Yeah, but just multiply lah.
B: Yeah lah, but it doesn\'t work. It doesn\'t work that way, you know?
A: It\'s not a linear relationship.","[""lah51"", ""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nC: So, what was the reaction when they tried?\nB: Huh?\nC: When they tried...\nB: Of course they threatened lah, say ""Too bad lah, we all makan already.""\nA: They badmouth your business, is it?\nA: That\'s it, man.\nB: No lah, they won\'t be there.'}]","
C: So, what was the reaction when they tried?
B: Of course they threatened lah, say ""Too bad lah, we all makan already.""
A: They badmouth your business, is it?
","[""lah51"", ""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nB: Eh, that\'s it lah, man.\nB: I\'m not going to stay back for the next trip.\nC: That\'s only the start, ah then.\nB: Ya lor, tomorrow.\nC: Aiyoh.\nA: So, you close already, what time do you close?\nB: Eleven.'}]","
 
B: I\'m not going to drive for the next trip. This is so tiring
C: I will drive tomorrow lor.
","[""lor33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nC: Aiyoh.\nA: So you close one, what time do you close?\nB: Eleven.\nA: I\'ll go there lah.\nB: Actually, uh, Sunday Sunday night, if you all want to come down.\nC: Where is it?\nB: For dinner.\n\n(Cleaned version)\nC: Aiyoh.\nA: So you closing at what time?\nB: Eleven.\nA: I go there already.\nB: Actually, you all want to come down on Sunday night.\nC: Where got?\nB: For dinner only.'}]","
C: Aiyoh.
A: So you close one, what time do you close?
B: Eleven.
A: I\'ll go there lah.
B: Actually, uh, Sunday Sunday night, if you all want to come down.
C: Where is it?
B: For dinner.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Then I\'ll be there.\nB: You know I ask her to jagah the stall there.\nC: You mean you\'re going to take turns, you\'re not going to be there around?\nB: You know I cannot lah.\nC: Sit around only what?\nB: Weekends are from twelve to twelve, afternoon till eleven in the evening, you know.\nA: That\'s quite long hours.\n\n(Note: ""jagah"" is the correct spelling of the colloquial Singlish word for ""take care of"" or ""look after"". The unclear words were not able to be deciphered.)'}]","
B: Then I\'ll be there.
B: You know I ask her to jagah the stall there.
C: You mean you\'re going to take turns, you\'re not going to be there around?
B: You know I cannot lah.","[""lah24""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: So which are the days that will be there?\nB: Uh, Friday, Saturday, Sunday. Then, uh, see how is it like during one of the weekday nights. If it\'s very slow, then no point doing there lah. Also, she wants to close up also if it\'s slow, cos\' the main crowd is the weekend shop.\nC: Ya, right.\nA: Actually, if you ask me honestly, the week, I mean the location over there is not that attractive.'}]","
A: So which are the days that will be there?
B: Uh, Friday, Saturday, Sunday. Then, uh, see how is it like during one of the weekday nights. If it\'s very slow, then no point doing there lah. Also, she wants to close up also if it\'s slow, cos\' the main crowd is the weekend shop.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Who organised that?\nB: It\'s the, uh, the owners of this building lah. Don\'t know whether it\'s Leisure Drome or not.\n(Short exchange on a different topic between HT and D.)\nB: Cos I was telling her that, look, actually it\'s meant for two weeks, you see.'}]","
C: Who organised that?
B: It\'s the, uh, the owners of this building lah. Don\'t know whether it\'s Leisure Drome or not.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Eh.\nB: They would have that lah.\nA: Uhm.\nB: So, this one, this one, uh, my partner will say cannot lah. I mean, how can you sell jam with that?\nA: The fellow who trying to tell them, you\'re telling them that after eating it, you use it is it?'}]","
B: So, this one, this one, uh, my partner will say cannot lah. I mean, how can you sell jam with that?
A: The fellow who trying to tell them, you\'re telling them that after eating it, you use it is it?","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nC: Eh, tell me.\nB: So we\'re trying to do some promotion first lah.\nC: Um, I thought your friend is going to be selling some handicrafts what.\nB: Ya lah.\nC: Oh, is it?\nB: She said cannot lah.'}]","

B: So we\'re trying to do some promotion for our handicrafts first lah.
C: Um, I thought your friend is going to be selling some handicrafts what.
B: No lah.
C: Oh, is it?
B: She said cannot lah.","[""lah51"", ""lah21"", ""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nC: ""But you can\'t can\'t (mumble) lah, you got to got to sell it to somewhere else.""\nB: ""Ya.""\nA: ""Okay lah, we\'ll go there and buy a few bottles.""\nB: ""No lah, I will give you all lah if it can\'t sell lah.""\nA: ""Ya...""\nC: ""For example, compensate for today lah.""'}]","
C: ""But you can\'t can\'t throw away lah, you got to got to sell it to somewhere else.""
B: ""Ya.""
A: ""Okay lah, we\'ll go there and buy a few bottles.""
B: ""No lah, I will give you all lah if it can\'t sell.""
A: ""Ya...""
C: ""To compensate for today lah.""","[""lah21"", ""lah51"", ""lah21"", ""lah21"", ""lah21""]",,,7,6,FALSE
"[{'role': 'user', 'content': '\nC: ""It\'s a handicap, right?""\n\nC: ""I normally late, so I should even out lah, average.""\n\nB: ""It\'s even worse because you drive.""\n\nC: ""No lah, I didn\'t drive there.""\n\nB: ""Huh?""\n\nC: ""I walked there.""'}]","
C: ""It\'s a handicap, right?""

C: ""I normally late, so I should even out lah, average.""

B: ""It\'s even worse because you drive.""

C: ""No lah, I didn\'t drive there.""

B: ""Huh?""

C: ""I walked there.""","[""lah21"", ""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Huh.\nB: Have you gone back to work already or not?\nC: Under pressure, ah?\nA: Never mind lah, that day give yourself a break, can?\nA: Aiya, must have a holiday, can?\nA: How about three days?\nB: Excuse me, cannot even talk about holiday in front of him, my god!'}]","
B: Huh.
B: Have you gone back to work already or not?
C: Under pressure, ah?
A: Never mind lah, that day give yourself a break, can?
A: Aiya, must have a holiday, can?
A: How about three days?
B: Excuse me, cannot even talk about holiday in front of him, my god!","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: ""That means no *unclear* word* you know. Group pressure, he cannot survive.""\n\nC: ""*Wah lau*. Afterwards, tell him want pressure lah. Let me sit on you.""\n\nA: ""So I\'ll see if I can finish my work by today ah. Half day *unclear* word*.""\n\n(Note: I have added appropriate punctuation and corrected some spelling errors while trying to retain the original Singlish syntax and meaning.)'}]","
B: ""That means no work life balance you know. Group pressure, he cannot survive.""
C: ""*Wah lau*. Afterwards, tell him want pressure lah. Let me sit on you.""","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Eh you got whole of tomorrow, whole of Saturday sure or not?\nB: Sunday also can spare a few hours for dinner and friends what, you know?\nC: Can lah, can only right?\nC: No lah, okay lah.\nC: I thought the gathering suppose to be at his place, is it?\nB: If you want then it should be after this week lah.\nA: I mean, anyway we just wait in line, right?'}]","
B: Eh you got whole of tomorrow, whole of Saturday sure or not?
B: Sunday also can spare a few hours for dinner and friends what, you know?
C: Can lah, can only right?
C: No lah, okay lah.
C: I thought the gathering suppose to be at his place, is it?
B: If you want then it should be after this week lah.
A: I mean, anyway we just wait in line, right?","[""lah21"", ""lah21"", ""lah21"", ""lah51""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nA: You just go down to the Leisure Drome, okay?\nB: No problem lah.\nB: It doesn\'t mean that you cannot come to my place some other time, hor?\nC: Ya, anyway we can go to church later, lor.\nC: After the fourth service, hor.\nA: Okay lah, I got it.\nC: So when are we going, ah?'}]","
A: You just go down to the Leisure Drome, okay?
B: No problem lah.
B: It doesn\'t mean that you cannot come to my place some other time, hor?
C: Ya, anyway we can go to church later, lor.
C: After the fourth service, hor.
A: Okay lah, I got it.
C: So when are we going, ah?","[""lah21"", ""lor33"", "" lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Okay.\nC: When are we go where?\nB: Got time, we can.\nA: Can lah, so we\'ll meet at around two to four.\nB: You mean which service?\nA: After the fourth service.\nA: I mean Lawrence Khong is very long-winded.'}]","
B: Got time, we can.
A: Can lah, so we\'ll meet at around two to four.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: I mean, Lawrence Khong very long-winded.\nA: The only way end four thirty-five, lucky.\nB: Five o\'clock.\nC: Probably four thirty lah.\nA: Four thirty, uh, four thirty.\nC: Four thirty is enough.\nA: So, by the time we go over, probably five past five.'}]","
B: Five o\'clock.
C: Probably four thirty lah.
A: Four thirty, uh, four thirty.
C: Four thirty is enough.
A: So, by the time we go over, probably five past five.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: We can bowl after makan, your turn to pay after that, let\'s go.\nB: Ya, let\'s go bowl first lah.\nB: Then you can see whether you have improved your left-handed bowling, can throw the ball softly or not.\nC: Likely only.\nA: So you\'re going to close your shop and join us in the bowling alley is it?'}]","
C: We can bowl after makan, your turn to pay after that, let\'s go.
B: Ya, let\'s go bowl first lah.
B: Then you can see whether you have improved your left-handed bowling, can throw the ball softly or not.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Likely only.\nA: So you\'re going to close your shop and join us in the bowling alley?\nB: Yeah.\nC: No lah, but your friend might be around.\nB: I\'ll ask her to be there lah.\nA: Oh, her?\nB: Yeah.'}]","
A: So you\'re going to close your shop and join us in the bowling alley?
B: Yeah.
C: No lah, but your friend might be around.
B: I\'ll ask her to be there lah.
A: Oh, her?
B: Yeah.","[""lah21"", ""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: They give up their faith, Buddhism.\nB: But different from Zen Buddhism, right?\nB: Are they different?\nA: No lah, all Buddhism also don\'t take beef what.\nB: Neither do they take fish.\nB: Then they\'d have been all vegetarian, right?\nC: No lah, not that bad lah.'}]","
A: They give up their faith, Buddhism.
B: But different from Zen Buddhism, right?
B: Are they different?
A: No lah, all Buddhism also don\'t take beef what.
B: Neither do they take fish.
B: Then they\'d have been all vegetarian, right?
C: No lah, not that bad lah.","[""lah21"", ""lah21"", "" lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nC: Fifteen is breakeven lah.\nB: Ya.\nC: Then the other fifteen is pure profit what?\nB: Ya lah, fifty percent leh.\nC: Fifty percent margin is it?'}]","
C: I we sell 15, we breakeven, right?
B: Ya.
C: Then the other 15 is pure profit?
B: Ya lah, fifty percent leh. That's a lot.
","[""lah51"", ""leh21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Eh, have you calculated your bottles and your rental already or not?\nB: Ya ya, everything already lah.\nA: Hah.\nB: Come on lah, Bizad.\nA: How would I know ah?\nB: I was racking my brains, trying to figure out how to call it, how to calculate a breakeven point.\nA: A, you should use your contribution margin and calculate that way lah, you know.'}]","
A: Eh, have you calculated your bottles and your rental already or not?
B: Ya ya, everything already lah.
A: Hah.
B: Come on lah, Bizad.
A: How would I know ah?
B: I was racking my brains, trying to figure out how to call it, how to calculate a breakeven point.
A: A, you should use your contribution margin and calculate that way lah, you know.","[""lah24"", "" lah21"", ""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nC: Costed in also I\'m sure not right.\nB: Huh, costed in?\nC: Labour too.\nB: Ya, about twenty, twenty, twenty cents extra lah. That means the actual raw material is only about eighty cents only.\n\nCleaned Output:\nC: Cost in also I\'m sure not right leh.\nB: Huh, cost in ah?\nC: Labour also got.\nB: Yah, around twenty-plus cents only lah. Meaning the actual raw material only cost around eighty cents only.'}]","
C: Costed in also I\'m sure not right.
B: Huh, costed in?
C: Labour too.
B: Ya, about 20 cents extra lah. That means the actual raw material is only about 80 cents only.","[""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Eh, no lah. The...\nB: Luggage...\nA: For our trip leh.\nB: So I don\'t have to go and get it now, ah?\nA: No, no, not now, not now. Later on, okay?\nB: Alright.\nA: This morning, I got some presents for James and, uh, James and Clarence and Doctor Chong.'}]","
A: Don\'t forget the luggage for our trip leh.
B: Okay, I will remember","[""leh21""]",,,3,2,FALSE
