,0
2100,"A: Your your group [ah] anyone finish their A E
B: So many
A: A lot a lot of people finish already
C: Ya"
2101,"B: So many
A: A lot a lot of people finish already
C: Ya
C: That is they are short of binding [lah] never bind yet
C: At most ah final maybe final touches
B: Then how about your group your group ya
A: Me"
2102,"A: A lot a lot of people finish already
C: Ya
C: That is they are short of binding lah never bind yet
C: At most [ah] final maybe final touches
B: Then how about your group your group ya
A: Me
A: I'm the very slowly one"
2103,"A: Me
A: I'm the very slowly one
B: No your group not only you how about others
A: Ah
A: A lot of people finish already
B: Your group leh
A: My group meaning what"
2104,"B: Your group leh
A: My group meaning what
C: What group
A: The ones in our core [ah]
B: Your discussion group
C: Nobody has finished rest assured
A: Our group all very slow"
2105,"C: They're all slow coaches
C: I think you're wasting tape
B: Not mine tape is not mine
A: They gave it to you [ah]
B: Ya this one ah it's not my tape
C: How many have you done so far
B: Hah"
2106,"C: I think you're wasting tape
B: Not mine tape is not mine
A: They gave it to you ah
B: Ya this one [ah] it's not my tape
C: How many have you done so far
B: Hah
C: How many have you done so far"
2107,"A: They gave it to you ah
B: Ya this one ah it's not my tape
C: How many have you done so far
B: Hah
C: How many have you done so far
B: This is the only one
A: So I mean you need"
2108,"C: How many have you done so far
B: This is the only one
A: So I mean you need
C: Oh a Pioneer set [ah]
A: Each one do one only is it
B: Ya this one I have to return Seok Mee and this one consider as ah for <unclear> word </unclear> tutorial
A: Ah"
2109,"A: So I mean you need
C: Oh a Pioneer set ah
A: Each one do one only is it
B: Ya this one I have to return Seok Mee and this one consider as [ah] for <unclear> word </unclear> tutorial
A: Ah
C: Interesting
B: I'll tape the class lor"
2110,"C: Oh a Pioneer set ah
A: Each one do one only is it
B: Ya this one I have to return Seok Mee and this one consider as ah for <unclear> word </unclear> tutorial
A: Ah
C: Interesting
B: I'll tape the class lor
C: Who came up with this"
2111,"B: Ya this one I have to return Seok Mee and this one consider as ah for <unclear> word </unclear> tutorial
A: Ah
C: Interesting
B: I'll tape the class [lor]
C: Who came up with this
B: The department
A: Quite stupid lar"
2112,"C: The thing is eh if for example like grads eh you do not touch on the more common areas you know things like baby life kind of thing just hawker centres and restaurants that's it and taxis as you take taxi every day
B: No they just want to know what language what language you use more commonly
C: They should have asked what language we use when we slot the coin into the
A: You know sometimes [ah] depends on the bus driver
A: They ask kwe lui
A: Of course you answer ngoh kak what
B: But normally we won't say how much we just show"
2113,"C: Ya or they they usually don't ask either
A: No
A: Sometimes they can't see you see the coin is hidden or some so they will ask
A: I think they ask in Hokkien you go and answer in English [ah] then not very nice
C: They don't like it
C: I don't think they don't really like
A: As if you can't speak their dialect"
2114,"B: Send out
B: Hand in
C: Ya or else how do you or else how you are gonna get those middle age people to answer them
B: Ah get it
C: Ya I got it
C: I must say whoever is listening to this tape will get this
A: Which country did you say"
2115,"C: Then why are you doing two
B: Kay poh
A: How expensive
B: The rest got to do it my own [lor]
C: There's a conspiracy going on which I know about Uhm really not going ah
A: No I'm sure to sleep there
C: That's what I'm worried about actually"
2116,"B: Kay poh
A: How expensive
B: The rest got to do it my own lor
C: There's a conspiracy going on which I know about Uhm really not going [ah]
A: No I'm sure to sleep there
C: That's what I'm worried about actually
A: I might as well do something productive"
2117,"C: He's an internationally known figure okay
B: Who who <unclear> word </unclear>
C: And furthermore he's yet to grade me right
C: No [lah]
C: It's not that he's really marked you know
C: It's just that the tone is too monotonous
C: Right after a while you"
2118,"C: Right after a while you
B: It's just like one of the Chinese lecturers
C: Really
B: Hah
B: You know that
A: What what's his name
C: Now there's another conspiracy that I know about"
2119,"B: Are are you going
C: Probably
A: On our behalf
C: Must be [lah] or else he look around and can't find me and then what
A: Borrow your your tutorial to record
B: Ya it's a good idea <unclear> word </unclear> taping
C: Taping"
2120,"C: No no
A: This kind we are used to he use
C: He use bombastic words
A: Ah so how you change it to symbols
A: Bomb draw a bomb
C: I think more time to draw a bomb then to write the word
B: Actually for example he says something that you are not very sure about the word lah then I don't how to say is you try to form the words lor"
2121,"A: Ah so how you change it to symbols
A: Bomb draw a bomb
C: I think more time to draw a bomb then to write the word
B: Actually for example he says something that you are not very sure about the word [lah] then I don't how to say is you try to form the words [lor]
C: No actually actually we know the words most of the time
A: We know you see
A: We can't"
2122,"A: We know you see
A: We can't
C: It's just that we send it takes so much to write the word
B: Make it short [lor]
A: The sentence is full of complicated words so you need to write all the words before that sentence can come out
A: You cannot shorten it then it'll lose the meaning
B: Then shorthand lor"
2123,"B: Make it short lor
A: The sentence is full of complicated words so you need to write all the words before that sentence can come out
A: You cannot shorten it then it'll lose the meaning
B: Then shorthand [lor]
B: This is the only solution
B: Yes serious
C: Why don't you just decide <unclear> word </unclear> to sneak into his room and sort of pinch the book"
2124,"C: It's not Tom
C: It's not Dick
C: It's not henry
C: It's Eng Wah *laughing*
B: Come on
B: Let's speak
B: Let's talk"
2125,"A: OK let's see how she talk to her boy
B: Hello you never call you
C: <{> <[> On the phone </[>
C: Yeah what are you doing
C: Yes
C: Not back yet
C: Oh OK never mind"
2126,"B: She's not going on a holiday
C: I never go on a holiday
B: That's why she offered to watch a movie with you
A: Ah sodesnai So it is
C: I just love your company That's all
B: You don't lie through your teeth OK
B: There's no mandaki when you sick"
2127,"B: Because she wasn't really sick
C: Oh you haven't heard about my
B: The story of her life
C: Not the story of my life [lah]
B: Not yet lah That one didn't reach lah
C: OK somehow on Monday I was locked out of my room
B: Lock out"
2128,"C: Oh you haven't heard about my
B: The story of her life
C: Not the story of my life lah
B: Not yet [lah] That one didn't reach [lah]
C: OK somehow on Monday I was locked out of my room
B: Lock out
B: Lock out"
2129,"B: The story of her life
C: Not the story of my life lah
B: Not yet lah That one didn't reach lah
C: OK somehow on Monday I was locked out of my room
B: Lock out
B: Lock out
C: My room my room"
2130,"C: So I was crying crying crying
C: I was thinking how am I supposed to go to school the very next day you see
B: So I got this idea
C: So she said OK go and take MC [lah]
C: You see the doctor
C: You get headache lah
B: Of course she follow my idea"
2131,"B: So I got this idea
C: So she said OK go and take MC lah
C: You see the doctor
C: You get headache [lah]
B: Of course she follow my idea
C: Of course I follow her idea
C: OK that's desperate right"
2132,"B: Of course she follow my idea
C: Of course I follow her idea
C: OK that's desperate right
C: But then [ah] I have said to the doctor Oh I got cramp
C: OK I got cramp
C: So the doctor say OK you go for a blood test
C: OK"
2133,"C: So funny sorry
C: So guess what she took one one whole big syringe of blood from me
C: OK then I
C: OK [lah]
C: Fine ah
C: OK whatever lah
C: Sick sick"
2134,"C: So guess what she took one one whole big syringe of blood from me
C: OK then I
C: OK lah
C: Fine [ah]
C: OK whatever lah
C: Sick sick
C: She checked me thoroughly lah bla bla bla"
2135,"C: OK then I
C: OK lah
C: Fine ah
C: OK whatever [lah]
C: Sick sick
C: She checked me thoroughly lah bla bla bla
C: OK"
2136,"C: Fine ah
C: OK whatever lah
C: Sick sick
C: She checked me thoroughly [lah] bla bla bla
C: OK
C: Then I was outside waiting for my medicine ah
C: So <unclear> word </unclear>"
2137,"C: Sick sick
C: She checked me thoroughly lah bla bla bla
C: OK
C: Then I was outside waiting for my medicine [ah]
C: So <unclear> word </unclear>
C: Altogether it cost you three hundred and ten dollars
B: For the blood check up"
2138,"C: Altogether it cost you three hundred and ten dollars
B: For the blood check up
C: Yes
B: For your blood gold wah
C: I've only got hundred pounds you see
C: So I took my medicine half an hour later"
2139,"A: For blood test only
C: It's because er this cramp and...
B: Are unbearably
C: Yeah it does It's very painful every time of the month you see So the doctor says that might are they might be something wrong So she said she said OK I am going to take your blood and then sent it for the test you see for the test So OK [lah] this <gundu> [ah] So don't know he blur blur right Because the night before it's like... Ayah I can't... My heart... It's like... My God! So <banjero> OK loh you take my blood [lah] You check my blood form It's just like that you know Alamak almost fainted
A: There so***
B: No wonder no more holiday
C: No It's just the thing... When the... One thing the holiday is already cancelled right"
2140,"A: There so***
B: No wonder no more holiday
C: No It's just the thing... When the... One thing the holiday is already cancelled right
B: Yeah
C: Before the blood test came about And now definitely no holiday lah Confirm lah confirm My god! Very neat lah They won't get worried until two or three...
A: Amid Amid is going to study wah
B: Oh yeah Amid is going overseas"
2141,"B: No wonder no more holiday
C: No It's just the thing... When the... One thing the holiday is already cancelled right
B: Yeah
C: Before the blood test came about And now definitely no holiday [lah] Confirm [lah] confirm My god! Very neat [lah] They won't get worried until two or three...
A: Amid Amid is going to study wah
B: Oh yeah Amid is going overseas
C: No Sheffield Sheffield"
2142,"C: No It's just the thing... When the... One thing the holiday is already cancelled right
B: Yeah
C: Before the blood test came about And now definitely no holiday lah Confirm lah confirm My god! Very neat lah They won't get worried until two or three...
A: Amid Amid is going to study wah
B: Oh yeah Amid is going overseas
C: No Sheffield Sheffield
B: My good friend"
2143,"B: Yeah
C: Before the blood test came about And now definitely no holiday lah Confirm lah confirm My god! Very neat lah They won't get worried until two or three...
A: Amid Amid is going to study wah
B: Oh yeah Amid is going overseas
C: No Sheffield Sheffield
B: My good friend
C: She's going she is going Sheffield So we might be going to Sheffield too to visit"
2144,"B: My good friend
C: She's going she is going Sheffield So we might be going to Sheffield too to visit
A: Ei { if we want to go...
C: { So continue to be their friend [ah]
B: We go right Don't say I'm going
C: Why
A: And when you appear what happens"
2145,"B: We go right Don't say I'm going
C: Why
A: And when you appear what happens
B: Ah
A: When you appear...
B: The friend wouldn't come along wah boy friend A &
C: When we visit him or visit she ***"
2146,"A: And when you appear what happens
B: Ah
A: When you appear...
B: The friend wouldn't come along wah boy friend A &
C: When we visit him or visit she ***
B: that particular friend that I want to avoid
A: Yahi lah"
2147,"B: The friend wouldn't come along wah boy friend A &
C: When we visit him or visit she ***
B: that particular friend that I want to avoid
A: Yahi [lah]
C: Oh Yahi
A: But if we visit...
C: No if we visit he will be there because they've been staying at the same place"
2148,"C: When we visit him or visit she ***
B: that particular friend that I want to avoid
A: Yahi lah
C: Oh Yahi
A: But if we visit...
C: No if we visit he will be there because they've been staying at the same place
A: They're staying together ah"
2149,"C: Oh Yahi
A: But if we visit...
C: No if we visit he will be there because they've been staying at the same place
A: They're staying together [ah]
C: So he will be there
B: I think { he says and all that right
C: { But he doesn't know you all So you won't..."
2150,"B: { We not visit his place
C: { He will come We will visit we will visit Amid and his life there
B: Don't want
A: You don't want to come [ah]
C: I want to go
B: I thought she liked talking to us
C: I love talking to Alamin"
2151,"C: I want to go
B: I thought she liked talking to us
C: I love talking to Alamin
A: Ah yeah
B: So sincere that cousin dripping from her very word So can you can you blame us if we don't think of you that time
C: Exactly She stole the word away from my mum <&>  Laughing)
A: OK one of us happens to be an IE teacher"
2152,"A: No [lah]
A: They they stay with me lor
B: <unclear> word </unclear> one person only
A: <unclear> word </unclear> more fun"
2153,"A: No lah
A: They they stay with me [lor]
B: <unclear> word </unclear> one person only
A: <unclear> word </unclear> more fun
B: Fun ah"
2154,"A: They they stay with me lor
B: <unclear> word </unclear> one person only
A: <unclear> word </unclear> more fun
B: Fun [ah]
A: Gala Spectacular nineteen ninety one nuh
B: Mei mei you want to talk
B: Aunty want to tape your your your your voice dabadabadi dabadabadah"
2155,"B: <unclear> word </unclear> one person only
A: <unclear> word </unclear> more fun
B: Fun ah
A: Gala Spectacular nineteen ninety one nuh
B: Mei mei you want to talk
B: Aunty want to tape your your your your voice dabadabadi dabadabadah
B: Aaa don't touch"
2156,"B: Fun ah
A: Gala Spectacular nineteen ninety one nuh
B: Mei mei you want to talk
B: Aunty want to tape your your your your voice dabadabadi dabadabadah
B: Aaa don't touch
B: All these not cooked yet
B: You eat already you can die one nuh"
2157,"A: Boy don't touch
B: Don't touch later you spoil it
A: <unclear> word </unclear>
B: No [lah] <unclear> word </unclear>
A: Eight thirty
A: I want to see the show <unclear> word </unclear>
A: Speak in English"
2158,"A: Speak English
B: <unclear> word </unclear>
B: Speak English uh
B: That's another requirement [ah]
B: Wah very ziam man
B: I nowadays I switch to Mandarin already
A: Don't touch boy"
2159,"B: <unclear> word </unclear>
B: Speak English uh
B: That's another requirement ah
B: Wah very ziam man
B: I nowadays I switch to Mandarin already
A: Don't touch boy
B: 'A' boy don't touch"
2160,"B: I nowadays I switch to Mandarin already
A: Don't touch boy
B: 'A' boy don't touch
B: I mean don't touch [ah]
A: Mei mei ah
A: So tomorrow how
B: So you don't want to go ah"
2161,"A: Don't touch boy
B: 'A' boy don't touch
B: I mean don't touch ah
A: Mei mei [ah]
A: So tomorrow how
B: So you don't want to go ah
B: You want to buy you go because tonight I maybe I want to buy a few more wax the duck Ziqiang"
2162,"B: I mean don't touch ah
A: Mei mei ah
A: So tomorrow how
B: So you don't want to go [ah]
B: You want to buy you go because tonight I maybe I want to buy a few more wax the duck Ziqiang
B: Two more only what left two more plastics Can see what other things
A: I I'll see whether the the wrap in clock"
2163,"B: You want to buy you go because tonight I maybe I want to buy a few more wax the duck Ziqiang
B: Two more only what left two more plastics Can see what other things
A: I I'll see whether the the wrap in clock
B: Ah wrap in clock [ah] that one that one will be cheaper also because after the the barbecue you know there'll be a lot of uh over <unclear> word </unclear>
B: I mean they want to clear the stocks <unclear> word </unclear>
B: See how lah
B: I mean you don't want to go you go problem is parking"
2164,"A: I I'll see whether the the wrap in clock
B: Ah wrap in clock ah that one that one will be cheaper also because after the the barbecue you know there'll be a lot of uh over <unclear> word </unclear>
B: I mean they want to clear the stocks <unclear> word </unclear>
B: See how [lah]
B: I mean you don't want to go you go problem is parking
A: But you said you don't want to go alone
A: Nev' mind"
2165,"B: It's because the the Lunar New Year special is only from ten thirty onwards
A: No but the show starts at eight thirty <unclear> word </unclear>
B: Ya <unclear> word </unclear> eight thirty by nine thirty or or ten o'clock will have been finished already
A: Ya [lah]
B: then after that it's the Lunar New Year special lah
A: So
B: Ya lah then the during the period can go what"
2166,"A: No but the show starts at eight thirty <unclear> word </unclear>
B: Ya <unclear> word </unclear> eight thirty by nine thirty or or ten o'clock will have been finished already
A: Ya lah
B: then after that it's the Lunar New Year special [lah]
A: So
B: Ya lah then the during the period can go what
B: Why"
2167,"A: Ya lah
B: then after that it's the Lunar New Year special lah
A: So
B: Ya [lah] then the during the period can go what
B: Why
B: That <unclear> word </unclear> nothing one nuh
A: Cannot when I when I wash my hair"
2168,"B: Why
B: That <unclear> word </unclear> nothing one nuh
A: Cannot when I when I wash my hair
A: Aiyah I don't want to go out dirty my hair
B: Okay ah
B: Maybe you bring one of them lah
A: Bring one of them lah"
2169,"B: That <unclear> word </unclear> nothing one nuh
A: Cannot when I when I wash my hair
A: Aiyah I don't want to go out dirty my hair
B: Okay [ah]
B: Maybe you bring one of them lah
A: Bring one of them lah
A: Bring one of them lor"
2170,"A: Cannot when I when I wash my hair
A: Aiyah I don't want to go out dirty my hair
B: Okay ah
B: Maybe you bring one of them [lah]
A: Bring one of them lah
A: Bring one of them lor
B: Go to Chinatown lah you see how many you see whether it's crowded or not crowded or not"
2171,"A: Aiyah I don't want to go out dirty my hair
B: Okay ah
B: Maybe you bring one of them lah
A: Bring one of them [lah]
A: Bring one of them lor
B: Go to Chinatown lah you see how many you see whether it's crowded or not crowded or not
A: You bring one of them go uh"
2172,"B: Okay ah
B: Maybe you bring one of them lah
A: Bring one of them lah
A: Bring one of them [lor]
B: Go to Chinatown lah you see how many you see whether it's crowded or not crowded or not
A: You bring one of them go uh
A: Then tomorrow huh go to your father father's place after that go to my grandmother's that old bakery then come here lor"
2173,"B: Maybe you bring one of them lah
A: Bring one of them lah
A: Bring one of them lor
B: Go to Chinatown [lah] you see how many you see whether it's crowded or not crowded or not
A: You bring one of them go uh
A: Then tomorrow huh go to your father father's place after that go to my grandmother's that old bakery then come here lor
B: I don't know whether to go I need to go to my mum's but no flowers"
2174,"A: Bring one of them lor
B: Go to Chinatown lah you see how many you see whether it's crowded or not crowded or not
A: You bring one of them go uh
A: Then tomorrow huh go to your father father's place after that go to my grandmother's that old bakery then come here [lor]
B: I don't know whether to go I need to go to my mum's but no flowers
A: You should have
A: You want to go you never plan in advance one nuh"
2175,"B: It will it will die off
A: So
A: Boy
A: Boy's uh artificial flowers [lah]
B: How to go and
A: Take one nuh
B: Nev' mind lah you get you bring two oranges there uh"
2176,"A: Boy's uh artificial flowers lah
B: How to go and
A: Take one nuh
B: Nev' mind [lah] you get you bring two oranges there uh
A: You think got plenty of orange ah
A: Afterwards you go there you got people orange you buy a few more ah
B: Ya if I if I come across then"
2177,"B: How to go and
A: Take one nuh
B: Nev' mind lah you get you bring two oranges there uh
A: You think got plenty of orange [ah]
A: Afterwards you go there you got people orange you buy a few more ah
B: Ya if I if I come across then
A: Huh Orange <unclear> word </unclear>"
2178,"A: Take one nuh
B: Nev' mind lah you get you bring two oranges there uh
A: You think got plenty of orange ah
A: Afterwards you go there you got people orange you buy a few more [ah]
B: Ya if I if I come across then
A: Huh Orange <unclear> word </unclear>
B: Ya ah"
2179,"A: Afterwards you go there you got people orange you buy a few more ah
B: Ya if I if I come across then
A: Huh Orange <unclear> word </unclear>
B: Ya [ah]
A: Huh Not really enough
B: Can nuh No problem
B: So tomorrow morning go to my father's place after that go to your grandmother's place"
2180,"B: Can nuh No problem
B: So tomorrow morning go to my father's place after that go to your grandmother's place
A: Muhm not not my uncle's house right
B: Ya [lah]
A: The old age
B: I know the old age ah the Bukit Timah Road
B: Then after that"
2181,"A: Muhm not not my uncle's house right
B: Ya lah
A: The old age
B: I know the old age [ah] the Bukit Timah Road
B: Then after that
A: Come here lor
B: Evening come here to eat ah"
2182,"A: The old age
B: I know the old age ah the Bukit Timah Road
B: Then after that
A: Come here [lor]
B: Evening come here to eat ah
A: Uhm
B: You don't want to go to your uncle's place for a while huh"
2183,"B: I know the old age ah the Bukit Timah Road
B: Then after that
A: Come here lor
B: Evening come here to eat [ah]
A: Uhm
B: You don't want to go to your uncle's place for a while huh
A: Don't know uh"
2184,"A: Uhm
B: You don't want to go to your uncle's place for a while huh
A: Don't know uh
B: Up to you [lah]
B: Leave it to you ah
B: Otherwise your uncle will think that only only your grandmother is in
B: Then uh we we go otherwise won't go"
2185,"B: You don't want to go to your uncle's place for a while huh
A: Don't know uh
B: Up to you lah
B: Leave it to you [ah]
B: Otherwise your uncle will think that only only your grandmother is in
B: Then uh we we go otherwise won't go
A: Ya what"
2186,"B: Is that is that the <unclear> word </unclear>
A: Ya what it's my if my if my aunty if my sister they all don't go what for I go hor
B: It's it's because of choice uh I don't know <unclear> word </unclear>
A: We went it's because we went because my grandmother was there [lor]
B: Okay lor I mean if that's the case then then that that is that is the case lah
A: English
B: Second day second day"
2187,"A: Ya what it's my if my if my aunty if my sister they all don't go what for I go hor
B: It's it's because of choice uh I don't know <unclear> word </unclear>
A: We went it's because we went because my grandmother was there lor
B: Okay [lor] I mean if that's the case then then that that is that is the case [lah]
A: English
B: Second day second day
A: Second day"
2188,"B: Then after go there
A: Uuhm
B: you know then uh
A: Two thirty we come back [lor]
B: Two thirty must leave the place is it
A: Ya lor
B: Whoa <unclear> word </unclear> then you play where you play bridge you see where they are hor okay ah then must play"
2189,"B: you know then uh
A: Two thirty we come back lor
B: Two thirty must leave the place is it
A: Ya [lor]
B: Whoa <unclear> word </unclear> then you play where you play bridge you see where they are hor okay ah then must play
A: Then who who are coming
A: Your friends"
2190,"A: Two thirty we come back lor
B: Two thirty must leave the place is it
A: Ya lor
B: Whoa <unclear> word </unclear> then you play where you play bridge you see where they are hor okay [ah] then must play
A: Then who who are coming
A: Your friends
B: Wai Lye they all lah but that's at that's for five hours what"
2191,"B: Whoa <unclear> word </unclear> then you play where you play bridge you see where they are hor okay ah then must play
A: Then who who are coming
A: Your friends
B: Wai Lye they all [lah] but that's at that's for five hours what
B: So probably I'll cook cook for them lor
B: Any anyway your your your what will
A: But they cook for them also lah"
2192,"A: Then who who are coming
A: Your friends
B: Wai Lye they all lah but that's at that's for five hours what
B: So probably I'll cook cook for them [lor]
B: Any anyway your your your what will
A: But they cook for them also lah
B: Ya they will have to"
2193,"B: Wai Lye they all lah but that's at that's for five hours what
B: So probably I'll cook cook for them lor
B: Any anyway your your your what will
A: But they cook for them also [lah]
B: Ya they will have to
A: then your your uh Philip Kwan they're not coming ah
B: That's on the ninth"
2194,"B: Any anyway your your your what will
A: But they cook for them also lah
B: Ya they will have to
A: then your your uh Philip Kwan they're not coming [ah]
B: That's on the ninth
A: Orh Philip Kwan they all coming on the ninth
B: Ninth ninth"
2195,"B: That's on the ninth
A: Orh Philip Kwan they all coming on the ninth
B: Ninth ninth
A: plus your your officers [ah]
B: My office not many people will come one nuh tell you
A: Oh
B: The main date is the ninth okay"
2196,"B: My office not many people will come one nuh tell you
A: Oh
B: The main date is the ninth okay
B: I don't want to what but since Eric requested the the third day the second day so okay [lah]
B: I mean since Chee Wai is there already so I just accommodate it their request
B: Uh otherwise no point what
B: As far I'm concerned everybody come one day okay"
2197,"B: As far I'm concerned everybody come one day okay
B: If I'm tired I only tired for one day
B: If you want me to work you got to entertain everybody you see
A: Now it's one and a half days [lor]
B: Ya lah
A: Second day
B: Doesn't matter what Doesn't matter <unclear> word </unclear> goes Okay see you bye"
2198,"B: If I'm tired I only tired for one day
B: If you want me to work you got to entertain everybody you see
A: Now it's one and a half days lor
B: Ya [lah]
A: Second day
B: Doesn't matter what Doesn't matter <unclear> word </unclear> goes Okay see you bye
A: Bye bye"
2199,"B: No wonder you're two piece
A: How come you so late jei
C: What time you're coming huh
A: Ya [lah] afternoon
B: Evening ah
A: <unclear> word </unclear> of course what
B: Evening uh evening uh"
2200,"A: How come you so late jei
C: What time you're coming huh
A: Ya lah afternoon
B: Evening [ah]
A: <unclear> word </unclear> of course what
B: Evening uh evening uh
A: all coming like that around"
2201,"A: <unclear> word </unclear> of course what
B: Evening uh evening uh
A: all coming like that around
B: We all come evening time [lah]
C: Ya lah evening Or maybe morning we'll come lah then afternoon ah night time we come back again lor
A: Oh we all one time <unclear> word </unclear> I mean we come in the evening lah
C: Same lah whatever"
2202,"B: Evening uh evening uh
A: all coming like that around
B: We all come evening time lah
C: Ya [lah] evening Or maybe morning we'll come [lah] then afternoon [ah] night time we come back again [lor]
A: Oh we all one time <unclear> word </unclear> I mean we come in the evening lah
C: Same lah whatever
A: Ya lah ya lah"
2203,"A: all coming like that around
B: We all come evening time lah
C: Ya lah evening Or maybe morning we'll come lah then afternoon ah night time we come back again lor
A: Oh we all one time <unclear> word </unclear> I mean we come in the evening [lah]
C: Same lah whatever
A: Ya lah ya lah
C: Depend nor nearby here"
2204,"B: We all come evening time lah
C: Ya lah evening Or maybe morning we'll come lah then afternoon ah night time we come back again lor
A: Oh we all one time <unclear> word </unclear> I mean we come in the evening lah
C: Same [lah] whatever
A: Ya lah ya lah
C: Depend nor nearby here
A: Because we're going to his father's house in the morning"
2205,"C: Ya lah evening Or maybe morning we'll come lah then afternoon ah night time we come back again lor
A: Oh we all one time <unclear> word </unclear> I mean we come in the evening lah
C: Same lah whatever
A: Ya [lah] ya [lah]
C: Depend nor nearby here
A: Because we're going to his father's house in the morning
C: Ah"
2206,"A: Ya lah ya lah
C: Depend nor nearby here
A: Because we're going to his father's house in the morning
C: Ah
A: have lunch there then <unclear> word </unclear>
C: Okay lah then hor hor
C: Okay ha"
2207,"A: Because we're going to his father's house in the morning
C: Ah
A: have lunch there then <unclear> word </unclear>
C: Okay [lah] then hor hor
C: Okay ha
A: 'A' will you be going to ah <unclear> word </unclear>
A: Okay lah"
2208,"A: have lunch there then <unclear> word </unclear>
C: Okay lah then hor hor
C: Okay ha
A: 'A' will you be going to [ah] <unclear> word </unclear>
A: Okay lah
A: Okay lah
A: Okay lah"
2209,"C: Okay lah then hor hor
C: Okay ha
A: 'A' will you be going to ah <unclear> word </unclear>
A: Okay [lah]
A: Okay lah
A: Okay lah
A: No lah"
2210,"C: Okay ha
A: 'A' will you be going to ah <unclear> word </unclear>
A: Okay lah
A: Okay [lah]
A: Okay lah
A: No lah
A: Here is night time"
2211,"A: 'A' will you be going to ah <unclear> word </unclear>
A: Okay lah
A: Okay lah
A: Okay [lah]
A: No lah
A: Here is night time
A: Why why why Why bring your dress here for what"
2212,"A: Okay lah
A: Okay lah
A: Okay lah
A: No [lah]
A: Here is night time
A: Why why why Why bring your dress here for what
A: Too small ha"
2213,"A: Here is night time
A: Why why why Why bring your dress here for what
A: Too small ha
C: Ah too small <unclear> word </unclear>
C: Aiyah why not
A: Okay lah okay lah
A: Afterwards on the way we just detour there lah"
2214,"A: Why why why Why bring your dress here for what
A: Too small ha
C: Ah too small <unclear> word </unclear>
C: Aiyah why not
A: Okay lah okay lah
A: Afterwards on the way we just detour there lah
C: On the way you all just detour lah huh"
2215,"A: Too small ha
C: Ah too small <unclear> word </unclear>
C: Aiyah why not
A: Okay [lah] okay [lah]
A: Afterwards on the way we just detour there lah
C: On the way you all just detour lah huh
B: Okay"
2216,"C: Ah too small <unclear> word </unclear>
C: Aiyah why not
A: Okay lah okay lah
A: Afterwards on the way we just detour there [lah]
C: On the way you all just detour lah huh
B: Okay
A: Okay okay okay"
2217,"C: Aiyah why not
A: Okay lah okay lah
A: Afterwards on the way we just detour there lah
C: On the way you all just detour [lah] huh
B: Okay
A: Okay okay okay
C: Remember leh hor"
2218,"A: Okay bye bye
B: If I can remember okay
A: Bye bye
A: Collect her things [lor]
A: Come down boy mei
B: <unclear> word </unclear> off <unclear> word </unclear>
A: Don't know whether got two thousand words or not"
2219,"B: Eh don't do that
B: Don't do that you'll spoil it
A: <unclear> word </unclear> Samuel Hui
A: Why Aiyah
B: Hey what you're doing there
A: Darl sit here lah sit here lah
A: Just give her the"
2220,"A: <unclear> word </unclear> Samuel Hui
A: Why Aiyah
B: Hey what you're doing there
A: Darl sit here [lah] sit here [lah]
A: Just give her the
B: <unclear> word </unclear>
A: Say anything nuh mah"
2221,"A: Darl sit here lah sit here lah
A: Just give her the
B: <unclear> word </unclear>
A: Say anything nuh mah
B: <unclear> word </unclear>
A: Where're you going
A: Here here here here <unclear> word </unclear>"
2222,"A: Don't always <unclear> word </unclear>
A: Why you so busy that you cannot take leave
B: I've work to do
B: I've to support all the formation in their seminars [lah]
B: The the new rank structures and so
A: Aiyah why why why Barry
A: They all every year want to do their house ha"
2223,"B: I've work to do
B: I've to support all the formation in their seminars lah
B: The the new rank structures and so
A: Aiyah why why why Barry
A: They all every year want to do their house ha
A: They don't like it uh
A: So sian uh"
2224,"A: They don't like it uh
A: So sian uh
B: Who ask you to have a big house
A: No [lah] next time don't welcome back [lor]
A: Okay lah
A: We know lah
B: No lah no lah"
2225,"A: So sian uh
B: Who ask you to have a big house
A: No lah next time don't welcome back lor
A: Okay [lah]
A: We know lah
B: No lah no lah
B: No next time already ah"
2226,"B: Who ask you to have a big house
A: No lah next time don't welcome back lor
A: Okay lah
A: We know [lah]
B: No lah no lah
B: No next time already ah
B: Maybe this the last time"
2227,"A: No lah next time don't welcome back lor
A: Okay lah
A: We know lah
B: No [lah] no [lah]
B: No next time already ah
B: Maybe this the last time
B: But then I mean it's very difficult to to reject people whoa"
2228,"A: Okay lah
A: We know lah
B: No lah no lah
B: No next time already [ah]
B: Maybe this the last time
B: But then I mean it's very difficult to to reject people whoa
B: I never say anything <unclear> word </unclear> people call you already"
2229,"B: Hello go to your house can or not
B: Cannot
B: You say cannot
A: No [lah] You say I'm not free
A: I won't be at home
B: Everyday not home <unclear> word </unclear>
B: I mean I go I come another day"
2230,"B: That's why I don't mind them coming on the second day because I said I don't have
B: uhm I I've to work the next day
B: Then Eric say yes I also have to work my kids also got to go to school hor
B: That's why [lah] you
B: That's why we say five o'clock mah
B: Five o'clock but your consideration is to make sure there's some food for the kids lah
A: Why the adults no need to eat one meh"
